ID,Country,Education,First Contact,Last Contact,Status,Stage,First Call,Signed up for a demo,Filled in customer survey,Did sign up to the platform,Account Manager assigned,Subscribed,Subscribed_Binary,Had_First_Call,Education_Encoded,Country_Encoded,Stage_Encoded,Status_Active,Days_Since_First,Days_Since_First_Norm,Days_Since_Last,Days_Since_Last_Norm,Days_Between_Contacts,Days_Between_Norm,Contact_Frequency,Had_Demo,Had_Survey,Had_Signup,Had_Manager,Country_ConvRate,Education_ConvRate,Stages_Completed
7784,,,2020-05-13,2020-05-13,,,,,,2021-03-02,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7792,,,2020-05-13,2020-05-13,,,,,,2021-03-02,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7793,,,2020-05-13,2020-05-13,,not interested,2021-03-04,,,2021-03-01,,,0,1,30.0,87.0,1.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,2
7794,,,2020-05-13,2020-05-13,,,,,,2021-03-01,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7796,,,2020-05-13,2020-05-13,,,,,,2021-03-01,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7797,,,2020-05-13,2020-05-13,,,,,,2021-03-01,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7798,,,2020-05-13,2020-05-13,,,,,,2021-03-01,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7799,,,2020-05-13,2020-05-13,,,,,,2021-03-01,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7800,,,2020-05-13,2020-05-13,,not interested,,,,2021-03-01,,,0,0,30.0,87.0,1.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7801,,,2020-05-13,2020-05-13,,,,,,2021-03-01,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7802,,,2020-05-13,2020-05-13,,not interested,,,,2021-03-01,,,0,0,30.0,87.0,1.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7803,,,2020-05-13,2020-05-13,,,,,,2021-03-01,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7785,,,2020-05-13,2020-05-13,,,,2021-10-06,,2021-03-02,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,1,0,1,0,0.0024605024605024606,0.0024605024605024606,2
7804,,,2020-05-13,2020-05-13,,,,,,2021-02-28,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7806,,,2020-05-13,2020-05-13,,interested,,,,2021-02-27,2021-04-30,,0,0,30.0,87.0,3.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,1,0.0024605024605024606,0.0024605024605024606,2
7807,,,2020-05-13,2020-05-13,,,,,,2021-02-26,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7808,,,2020-05-13,2020-05-13,,,,,,2021-02-26,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7809,,,2020-05-13,2020-05-13,,,,,,2021-02-26,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7810,,,2020-05-13,2020-05-13,,,,,,2021-02-26,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7811,USA,B27,2020-05-13,2020-05-13,3rd message,not interested,,,,,,,0,0,19.0,76.0,1.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,0,0,0.0027591643673630273,0.007087628865979381,0
7812,USA,,2020-05-13,2021-10-12,1st message,interested,2020-10-15,,,2020-10-15,,,0,1,30.0,76.0,3.0,0,422,1.0,-95,0.0,517,1.0,0.0019305019305019305,0,0,1,0,0.0027591643673630273,0.0024605024605024606,2
7813,USA,,2020-05-13,2020-12-05,2nd message,interested,2020-12-05,,,2020-12-05,,,0,1,30.0,76.0,3.0,0,422,1.0,216,1.0,206,0.5643835616438356,0.004830917874396135,0,0,1,0,0.0027591643673630273,0.0024605024605024606,2
7814,Dubai,,2020-05-13,2020-05-13,2nd message,did not join the call,2021-02-26,,,,,,0,1,30.0,21.0,2.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,0,0,0.0,0.0024605024605024606,1
7815,,,2020-05-13,2020-05-13,,interested,2021-03-18,,,,,,0,1,30.0,87.0,3.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,0,0,0.0024605024605024606,0.0024605024605024606,1
7816,USA,B27,2020-05-13,2020-05-13,1st message,,,,,,,,0,0,19.0,76.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,0,0,0.0027591643673630273,0.007087628865979381,0
7805,,,2020-05-13,2020-05-13,,,,,,2021-02-27,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7791,,,2020-05-13,2020-05-13,,interested,2021-03-06,,,2021-03-02,2021-03-06,,0,1,30.0,87.0,3.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,1,0.0024605024605024606,0.0024605024605024606,3
7795,,,2020-05-13,2020-05-13,,interested,2021-03-04,,,2021-03-01,,,0,1,30.0,87.0,3.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,2
7789,,,2020-05-13,2020-05-13,,interested,2021-12-23,2021-10-06,2021-10-07,2021-03-02,,,0,1,30.0,87.0,3.0,0,422,1.0,422,1.0,0,0.0,1.0,1,1,1,0,0.0024605024605024606,0.0024605024605024606,4
7783,,,2020-05-13,2020-05-13,,,,,,2021-03-02,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7782,,,2020-05-13,2020-05-13,,,,,,2021-03-02,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7781,,,2020-05-13,2020-05-13,,interested,,,,2021-03-02,,,0,0,30.0,87.0,3.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7780,,,2020-05-13,2020-05-13,,,,,,2021-03-02,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7779,,,2020-05-13,2020-05-13,,,,,,2021-03-02,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7778,,,2020-05-13,2020-05-13,,,,,,2021-03-02,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7777,,,2020-05-13,2020-05-13,,,,,,2021-03-02,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7776,,,2020-05-13,2020-05-13,,,,,,2021-03-02,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7790,,,2020-05-13,2020-05-13,,,,,,2021-03-02,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7774,,,2020-05-13,2020-05-13,,,,,,2021-03-03,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7773,,,2020-05-13,2020-05-13,,interested,2021-03-03,,,,,,0,1,30.0,87.0,3.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,0,0,0.0024605024605024606,0.0024605024605024606,1
7772,,,2020-05-13,2020-05-13,,declined/canceled call,2021-03-05,,,2021-03-03,,,0,1,30.0,87.0,2.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,2
7771,,,2020-05-13,2020-05-13,,,,,,2021-03-03,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7775,,,2020-05-13,2020-05-13,,,,,,2021-03-03,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7787,,,2020-05-13,2020-05-13,,declined/canceled call,2022-01-25,,,2021-03-02,,,0,1,30.0,87.0,2.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,2
7788,,,2020-05-13,2020-05-13,,,,,,2021-03-02,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7770,,,2020-05-13,2020-05-13,,,,,,2021-03-03,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7762,,,2020-05-13,2021-10-18,1st message,,,,,,,,0,0,30.0,87.0,0.0,0,422,1.0,-101,0.0,523,1.0,0.0019083969465648854,0,0,0,0,0.0024605024605024606,0.0024605024605024606,0
7763,,,2020-05-13,2021-10-18,1st message,,,,,,,,0,0,30.0,87.0,0.0,0,422,1.0,-101,0.0,523,1.0,0.0019083969465648854,0,0,0,0,0.0024605024605024606,0.0024605024605024606,0
7764,,,2020-05-13,2020-05-13,,,,,,,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,0,0,0.0024605024605024606,0.0024605024605024606,0
7786,,,2020-05-13,2020-05-13,,,,,,2021-03-02,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7766,,,2020-05-13,2020-05-13,,,,,,2021-03-28,,,0,0,30.0,87.0,0.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,1
7767,,,2020-05-13,2020-05-13,,interested,2021-03-22,,,2021-03-17,2021-04-30,,0,1,30.0,87.0,3.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,1,0.0024605024605024606,0.0024605024605024606,3
7768,,,2020-05-13,2020-05-13,,subscribed already,2021-03-18,,,2021-03-17,2021-03-31,2021-04-13,1,1,30.0,87.0,6.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,1,0.0024605024605024606,0.0024605024605024606,3
7769,,,2020-05-13,2020-05-13,,interested,2021-03-15,,,2021-03-05,,,0,1,30.0,87.0,3.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,1,0,0.0024605024605024606,0.0024605024605024606,2
7765,,,2020-05-13,2020-05-13,,not interested,2021-03-30,,,,,,0,1,30.0,87.0,1.0,0,422,1.0,422,1.0,0,0.0,1.0,0,0,0,0,0.0024605024605024606,0.0024605024605024606,1
7817,USA,B27,2020-05-14,2020-05-14,1st message,,,,,,,,0,0,19.0,76.0,0.0,0,421,1.0,421,1.0,0,0.0,1.0,0,0,0,0,0.0027591643673630273,0.007087628865979381,0
7818,USA,B27,2020-05-15,2020-05-15,1st message,,,,,,,,0,0,19.0,76.0,0.0,0,420,1.0,420,1.0,0,0.0,1.0,0,0,0,0,0.0027591643673630273,0.007087628865979381,0
7819,USA,B27,2020-05-16,2020-05-16,1st message,,,,,,,,0,0,19.0,76.0,0.0,0,419,1.0,419,1.0,0,0.0,1.0,0,0,0,0,0.0027591643673630273,0.007087628865979381,0
7820,USA,B27,2020-05-17,2020-05-17,1st message,,,,,,,,0,0,19.0,76.0,0.0,0,418,1.0,418,1.0,0,0.0,1.0,0,0,0,0,0.0027591643673630273,0.007087628865979381,0
7821,USA,B27,2020-05-18,2020-05-18,1st message,,,,,,,,0,0,19.0,76.0,0.0,0,417,1.0,417,1.0,0,0.0,1.0,0,0,0,0,0.0027591643673630273,0.007087628865979381,0
7822,USA,B27,2020-05-19,2020-05-19,1st message,,,,,,,,0,0,19.0,76.0,0.0,0,416,1.0,416,1.0,0,0.0,1.0,0,0,0,0,0.0027591643673630273,0.007087628865979381,0
7823,USA,B27,2020-05-20,2020-05-20,1st message,,,,,,,,0,0,19.0,76.0,0.0,0,415,1.0,415,1.0,0,0.0,1.0,0,0,0,0,0.0027591643673630273,0.007087628865979381,0
7824,USA,B27,2020-05-21,2020-05-21,1st message,,,,,,,,0,0,19.0,76.0,0.0,0,414,1.0,414,1.0,0,0.0,1.0,0,0,0,0,0.0027591643673630273,0.007087628865979381,0
7825,USA,B27,2020-05-22,2020-05-22,1st message,,,,,,,,0,0,19.0,76.0,0.0,0,413,1.0,413,1.0,0,0.0,1.0,0,0,0,0,0.0027591643673630273,0.007087628865979381,0
7826,USA,B27,2020-05-23,2020-05-23,1st message,,,,,,,,0,0,19.0,76.0,0.0,0,412,1.0,412,1.0,0,0.0,1.0,0,0,0,0,0.0027591643673630273,0.007087628865979381,0
7827,USA,B27,2020-05-24,2020-05-24,1st message,,,,,,,,0,0,19.0,76.0,0.0,0,411,1.0,411,1.0,0,0.0,1.0,0,0,0,0,0.0027591643673630273,0.007087628865979381,0
7828,USA,B27,2020-05-25,2020-05-25,1st message,,,,,,,,0,0,19.0,76.0,0.0,0,410,1.0,410,1.0,0,0.0,1.0,0,0,0,0,0.0027591643673630273,0.007087628865979381,0
7829,USA,B27,2020-05-26,2020-05-26,1st message,,,,,,,,0,0,19.0,76.0,0.0,0,409,1.0,409,1.0,0,0.0,1.0,0,0,0,0,0.0027591643673630273,0.007087628865979381,0
7830,USA,B27,2020-05-27,2020-05-27,1st message,,,,,,,,0,0,19.0,76.0,0.0,0,408,1.0,408,1.0,0,0.0,1.0,0,0,0,0,0.0027591643673630273,0.007087628865979381,0
7831,USA,B27,2020-05-28,2020-05-28,1st message,,,,,,,,0,0,19.0,76.0,0.0,0,407,1.0,407,1.0,0,0.0,1.0,0,0,0,0,0.0027591643673630273,0.007087628865979381,0
7832,USA,B27,2020-05-29,2020-05-29,1st message,,,,,,,,0,0,19.0,76.0,0.0,0,406,1.0,406,1.0,0,0.0,1.0,0,0,0,0,0.0027591643673630273,0.007087628865979381,0
7833,USA,B27,2020-05-30,2020-05-30,1st message,,,,,,,,0,0,19.0,76.0,0.0,0,405,1.0,405,1.0,0,0.0,1.0,0,0,0,0,0.0027591643673630273,0.007087628865979381,0
7834,USA,B27,2020-05-31,2020-05-31,1st message,,,,,,,,0,0,19.0,76.0,0.0,0,404,1.0,404,1.0,0,0.0,1.0,0,0,0,0,0.0027591643673630273,0.007087628865979381,0
7835,USA,B27,2020-06-01,2020-06-01,1st message,,,,,,,,0,0,19.0,76.0,0.0,0,403,1.0,403,1.0,0,0.0,1.0,0,0,0,0,0.0027591643673630273,0.007087628865979381,0
